subjCode,workerId,assignmentId,hitId,pic1,pic2,country1,country2,expTimer,response,trial_number,rt
subjCode,workerId,assignmentId,hitId,apricot,cactus,unspecified,unspecified,7.85,4,4,1409
subjCode,workerId,assignmentId,hitId,anvil,eggplant,unspecified,unspecified,1.989,1,1,1323
subjCode,workerId,assignmentId,hitId,anvil,ketchup,unspecified,unspecified,2.618,6,1,1034
subjCode,workerId,assignmentId,hitId,apricot,hockeypuck,unspecified,unspecified,4.139,7,2,497
subjCode,workerId,assignmentId,hitId,apricot,wreath,unspecified,unspecified,6.035,5,3,882
subjCode,workerId,assignmentId,hitId,artichoke,greenbeans,unspecified,unspecified,9.04,4,4,1987
subjCode,workerId,assignmentId,hitId,anvil,apricot,unspecified,unspecified,1.672,1,1,797
subjCode,workerId,assignmentId,hitId,anvil,moviecamera,unspecified,unspecified,2.731,2,2,28
subjCode,workerId,assignmentId,hitId,anvil,washingmachine,unspecified,unspecified,4.139,3,3,383
subjCode,workerId,assignmentId,hitId,apricot,washingmachine,unspecified,unspecified,5.441,2,4,284
subjCode,workerId,assignmentId,hitId,artichoke,chinesefoodcarton,unspecified,unspecified,6.79,4,5,334
subjCode,workerId,assignmentId,hitId,artichoke,crosswalksign,unspecified,unspecified,8.544,5,6,732
subjCode,workerId,assignmentId,hitId,artichoke,rhinoceros,unspecified,unspecified,9.719,6,7,154
subjCode,workerId,assignmentId,hitId,artichoke,sheep,unspecified,unspecified,10.949,7,8,201
subjCode,workerId,assignmentId,hitId,avocado,chick,unspecified,unspecified,12.205,1,9,236
subjCode,workerId,assignmentId,hitId,avocado,pinkflamingo,unspecified,unspecified,13.281,2,10,60
subjCode,workerId,assignmentId,hitId,anvil,coconut,unspecified,unspecified,2.867,2,1,1555
subjCode,workerId,assignmentId,hitId,apricot,camera,unspecified,unspecified,4.249,3,2,362
subjCode,workerId,assignmentId,hitId,apricot,elephant,unspecified,unspecified,5.519,2,3,254
subjCode,workerId,assignmentId,hitId,anvil,mailbox,unspecified,unspecified,3.543,2,1,1057
subjCode,workerId,assignmentId,hitId,anvil,camera,unspecified,unspecified,1.188,2,1,453
subjCode,workerId,assignmentId,hitId,anvil,tire,unspecified,unspecified,1.978,2,1,1161
subjCode,workerId,assignmentId,hitId,anvil,tomato,unspecified,unspecified,3.571,2,2,571
subjCode,workerId,assignmentId,hitId,anvil,basketball,unspecified,unspecified,1.383,2,1,443
subjCode,workerId,assignmentId,hitId,anvil,grapefruithalves,unspecified,unspecified,2.739,2,2,339
subjCode,workerId,assignmentId,hitId,apricot,avocado,unspecified,unspecified,1.908,2,1,1122
subjCode,workerId,assignmentId,hitId,artichoke,firemanhat,unspecified,unspecified,3.685,2,2,756
subjCode,workerId,assignmentId,hitId,anvil,crocodile,unspecified,unspecified,1.173,2,1,390
subjCode,workerId,assignmentId,hitId,apricot,cardinal,unspecified,unspecified,6.511,1,2,4320
subjCode,workerId,assignmentId,hitId,apricot,fox,unspecified,unspecified,7.793,2,3,263
subjCode,workerId,assignmentId,hitId,apricot,iguana,unspecified,unspecified,8.918,3,4,109
subjCode,workerId,assignmentId,hitId,artichoke,bulldozer,unspecified,unspecified,10.024,4,5,78
subjCode,workerId,assignmentId,hitId,artichoke,tennisball,unspecified,unspecified,11.115,5,6,57
subjCode,workerId,assignmentId,hitId,avocado,cactus,unspecified,unspecified,12.603,6,7,464
subjCode,workerId,assignmentId,hitId,avocado,penguin,unspecified,unspecified,14.977,7,8,1357
subjCode,workerId,assignmentId,hitId,banana,binoculars,unspecified,unspecified,16.059,6,9,54
subjCode,workerId,assignmentId,hitId,anvil,celery,unspecified,unspecified,1.318,1,1,405
subjCode,workerId,assignmentId,hitId,anvil,fireextinguisher,unspecified,unspecified,2.601,2,2,255
subjCode,workerId,assignmentId,hitId,apricot,clarinet,unspecified,unspecified,1.461,1,1,639
subjCode,workerId,assignmentId,hitId,artichoke,chinesefoodcarton,unspecified,unspecified,9.044,1,2,6560
subjCode,workerId,assignmentId,hitId,anvil,corncob,unspecified,unspecified,2.03,1,1,1147
subjCode,workerId,assignmentId,hitId,anvil,golfball,unspecified,unspecified,3.356,2,2,307
subjCode,workerId,assignmentId,hitId,apricot,carrot,unspecified,unspecified,4.605,3,3,236
subjCode,workerId,assignmentId,hitId,apricot,sheep,unspecified,unspecified,5.846,4,4,226
subjCode,workerId,assignmentId,hitId,artichoke,celery,unspecified,unspecified,7.588,5,5,724
subjCode,workerId,assignmentId,hitId,artichoke,elephant,unspecified,unspecified,10.098,6,6,1491
subjCode,workerId,assignmentId,hitId,artichoke,hockeypuck,unspecified,unspecified,12.245,7,7,1126
subjCode,workerId,assignmentId,hitId,artichoke,peapod,unspecified,unspecified,13.928,6,8,666
subjCode,workerId,assignmentId,hitId,artichoke,potato,unspecified,unspecified,16.184,1,9,1237
subjCode,workerId,assignmentId,hitId,artichoke,strawberry,unspecified,unspecified,18.895,2,10,1694
subjCode,workerId,assignmentId,hitId,avocado,orange,unspecified,unspecified,20.714,3,11,803
subjCode,workerId,assignmentId,hitId,anvil,pumpkin,unspecified,unspecified,4.363,1,1,3452
subjCode,workerId,assignmentId,hitId,apricot,bulldozer,unspecified,unspecified,5.964,2,2,576
subjCode,workerId,assignmentId,hitId,artichoke,strawberry,unspecified,unspecified,7.615,3,3,631
subjCode,workerId,assignmentId,hitId,artichoke,tennisball,unspecified,unspecified,9.627,4,4,989
subjCode,workerId,assignmentId,hitId,avocado,ketchup,unspecified,unspecified,11.501,5,5,854
subjCode,workerId,assignmentId,hitId,avocado,piano,unspecified,unspecified,12.885,6,6,364
subjCode,workerId,assignmentId,hitId,banana,kiwihalf,unspecified,unspecified,15.29,1,7,1373
subjCode,workerId,assignmentId,hitId,anvil,clarinet,unspecified,unspecified,1.278,1,1,508
subjCode,workerId,assignmentId,hitId,anvil,walkietalkie,unspecified,unspecified,1.525,1,1,458
subjCode,workerId,assignmentId,hitId,anvil,firetruck,unspecified,unspecified,1.671,1,1,801
subjCode,workerId,assignmentId,hitId,anvil,piano,unspecified,unspecified,1.449,1,1,515
subjCode,workerId,assignmentId,hitId,artichoke,baseballmitt,unspecified,unspecified,2.761,2,2,281
subjCode,workerId,assignmentId,hitId,artichoke,eggplant,unspecified,unspecified,4.078,3,3,292
subjCode,workerId,assignmentId,hitId,anvil,baseballmitt,unspecified,unspecified,3.944,1,1,383
subjCode,workerId,assignmentId,hitId,anvil,banana,unspecified,unspecified,4.108,1,1,2358
subjCode,workerId,assignmentId,hitId,anvil,lobster,unspecified,unspecified,5.383,2,2,230
subjCode,workerId,assignmentId,hitId,anvil,moviecamera,unspecified,unspecified,7.194,3,3,779
subjCode,workerId,assignmentId,hitId,anvil,raspberry,unspecified,unspecified,8.566,4,4,352
subjCode,workerId,assignmentId,hitId,apricot,egg,unspecified,unspecified,10.304,4,5,712
subjCode,workerId,assignmentId,hitId,anvil,chinesefoodcarton,unspecified,unspecified,1.888,1,1,446
subjCode,workerId,assignmentId,hitId,anvil,polarbear,unspecified,unspecified,3.55,1,2,638
subjCode,workerId,assignmentId,hitId,apricot,handicappedparking,unspecified,unspecified,5.277,3,3,702
subjCode,workerId,assignmentId,hitId,artichoke,baseballmitt,unspecified,unspecified,38.099,2,4,31805
subjCode,workerId,assignmentId,hitId,artichoke,cauliflower,unspecified,unspecified,39.72,3,5,599
subjCode,workerId,assignmentId,hitId,artichoke,lobster,unspecified,unspecified,42.859,4,6,2118
subjCode,workerId,assignmentId,hitId,anvil,artichoke,unspecified,unspecified,1.789,2,1,648
subjCode,workerId,assignmentId,hitId,anvil,camera,unspecified,unspecified,3.143,3,2,336
subjCode,workerId,assignmentId,hitId,anvil,record,unspecified,unspecified,1.728,1,1,491
subjCode,workerId,assignmentId,hitId,anvil,sheep,unspecified,unspecified,3.049,2,2,297
subjCode,workerId,assignmentId,hitId,anvil,clarinet,unspecified,unspecified,2.41,2,1,1123
subjCode,workerId,assignmentId,hitId,anvil,firemanhat,unspecified,unspecified,1.313,1,1,367
subjCode,workerId,assignmentId,hitId,apricot,zucchini,unspecified,unspecified,2.607,2,2,269
subjCode,workerId,assignmentId,hitId,artichoke,crosswalksign,unspecified,unspecified,3.919,3,3,291
subjCode,workerId,assignmentId,hitId,artichoke,rubberducky,unspecified,unspecified,5.215,1,4,271
subjCode,workerId,assignmentId,hitId,artichoke,tiger,unspecified,unspecified,6.324,1,5,83
subjCode,workerId,assignmentId,hitId,artichoke,wholewatermelon,unspecified,unspecified,8.329,3,6,969
subjCode,workerId,assignmentId,hitId,avocado,crosswalksign,unspecified,unspecified,10.073,4,7,718
subjCode,workerId,assignmentId,hitId,avocado,polarbear,unspecified,unspecified,11.661,5,8,563
subjCode,workerId,assignmentId,hitId,avocado,sideroadsign,unspecified,unspecified,12.954,2,9,268
subjCode,workerId,assignmentId,hitId,avocado,wreath,unspecified,unspecified,14.364,1,10,385
subjCode,workerId,assignmentId,hitId,banana,cactus,unspecified,unspecified,15.632,1,11,240
subjCode,workerId,assignmentId,hitId,banana,peapod,unspecified,unspecified,16.703,1,12,46
subjCode,workerId,assignmentId,hitId,baseball,cauliflower,unspecified,unspecified,18.482,1,13,732
subjCode,workerId,assignmentId,hitId,anvil,handicappedparking,unspecified,unspecified,2.21,1,1,1282
subjCode,workerId,assignmentId,hitId,anvil,potato,unspecified,unspecified,3.928,3,2,692
subjCode,workerId,assignmentId,hitId,apricot,clarinet,unspecified,unspecified,5.865,4,3,908
subjCode,workerId,assignmentId,hitId,anvil,elephant,unspecified,unspecified,7.452,1,1,6674
subjCode,workerId,assignmentId,hitId,anvil,firehydrant,unspecified,unspecified,9.23,2,2,763
subjCode,workerId,assignmentId,hitId,anvil,bison,unspecified,unspecified,2.867,1,1,1890
subjCode,workerId,assignmentId,hitId,anvil,crocodile,unspecified,unspecified,4.386,2,2,484
subjCode,workerId,assignmentId,hitId,anvil,santahat,unspecified,unspecified,7.459,7,3,2057
subjCode,workerId,assignmentId,hitId,artichoke,basketball,unspecified,unspecified,9.327,6,4,835
subjCode,workerId,assignmentId,hitId,artichoke,iguana,unspecified,unspecified,12.605,7,5,2257
subjCode,workerId,assignmentId,hitId,artichoke,rubberducky,unspecified,unspecified,17.121,7,6,3485
subjCode,workerId,assignmentId,hitId,anvil,wholewatermelon,unspecified,unspecified,2.974,1,1,1294
subjCode,workerId,assignmentId,hitId,apricot,clarinet,unspecified,unspecified,4.525,1,2,522
subjCode,workerId,assignmentId,hitId,apricot,coconut,unspecified,unspecified,6.117,1,3,555
subjCode,workerId,assignmentId,hitId,apricot,pinkflamingo,unspecified,unspecified,11.916,1,4,4775
subjCode,workerId,assignmentId,hitId,artichoke,egg,unspecified,unspecified,13.276,1,5,333
subjCode,workerId,assignmentId,hitId,artichoke,tomato,unspecified,unspecified,20.846,1,6,6542
subjCode,workerId,assignmentId,hitId,avocado,grapefruithalves,unspecified,unspecified,21.934,1,7,58
subjCode,workerId,assignmentId,hitId,banana,egg,unspecified,unspecified,23.066,1,8,105
subjCode,workerId,assignmentId,hitId,anvil,celery,unspecified,unspecified,1.294,1,1,569
subjCode,workerId,assignmentId,hitId,anvil,avocado,unspecified,unspecified,1.439,1,1,295
subjCode,workerId,assignmentId,hitId,anvil,greenbeans,unspecified,unspecified,1.628,1,2,174
subjCode,workerId,assignmentId,hitId,anvil,walkietalkie,unspecified,unspecified,1.834,1,3,197
subjCode,workerId,assignmentId,hitId,anvil,washingmachine,unspecified,unspecified,2.028,1,4,185
subjCode,workerId,assignmentId,hitId,apricot,elephant,unspecified,unspecified,2.24,1,5,207
subjCode,workerId,assignmentId,hitId,apricot,fox,unspecified,unspecified,2.474,1,6,223
subjCode,workerId,assignmentId,hitId,apricot,rubberducky,unspecified,unspecified,3.367,1,7,880
subjCode,workerId,assignmentId,hitId,artichoke,clarinet,unspecified,unspecified,3.568,1,8,190
subjCode,workerId,assignmentId,hitId,artichoke,pumpkin,unspecified,unspecified,3.756,2,9,176
subjCode,workerId,assignmentId,hitId,artichoke,washingmachine,unspecified,unspecified,3.911,1,10,149
subjCode,workerId,assignmentId,hitId,avocado,celery,unspecified,unspecified,4.035,2,11,114
subjCode,workerId,assignmentId,hitId,banana,golfball,unspecified,unspecified,4.172,1,12,125
subjCode,workerId,assignmentId,hitId,baseball,raspberry,unspecified,unspecified,4.306,2,13,130
subjCode,workerId,assignmentId,hitId,baseball,record,unspecified,unspecified,4.462,1,14,149
subjCode,workerId,assignmentId,hitId,baseballmitt,chick,unspecified,unspecified,4.569,2,15,87
subjCode,workerId,assignmentId,hitId,baseballmitt,driedcorn,unspecified,unspecified,4.72,1,16,132
subjCode,workerId,assignmentId,hitId,baseballmitt,elephant,unspecified,unspecified,4.864,2,17,140
subjCode,workerId,assignmentId,hitId,baseballmitt,firehydrant,unspecified,unspecified,5.043,1,18,175
subjCode,workerId,assignmentId,hitId,baseballmitt,tomato,unspecified,unspecified,5.185,2,19,137
subjCode,workerId,assignmentId,hitId,basketball,iguana,unspecified,unspecified,5.347,1,20,154
subjCode,workerId,assignmentId,hitId,binoculars,strawberry,unspecified,unspecified,5.474,2,21,122
subjCode,workerId,assignmentId,hitId,bison,golfball,unspecified,unspecified,5.633,1,22,146
subjCode,workerId,assignmentId,hitId,bison,hotdog,unspecified,unspecified,5.711,2,23,65
subjCode,workerId,assignmentId,hitId,bison,rubberducky,unspecified,unspecified,5.92,1,24,201
subjCode,workerId,assignmentId,hitId,blueberries,hotdog,unspecified,unspecified,5.984,2,25,59
subjCode,workerId,assignmentId,hitId,blueberries,orange,unspecified,unspecified,6.159,1,26,144
subjCode,workerId,assignmentId,hitId,blueberries,tire,unspecified,unspecified,6.272,2,27,110
subjCode,workerId,assignmentId,hitId,bulldozer,crosswalksign,unspecified,unspecified,6.457,1,28,181
subjCode,workerId,assignmentId,hitId,bulldozer,zucchini,unspecified,unspecified,6.54,2,29,78
subjCode,workerId,assignmentId,hitId,cactus,camera,unspecified,unspecified,6.697,1,30,145
subjCode,workerId,assignmentId,hitId,cactus,greekcolumn,unspecified,unspecified,6.807,2,31,105
subjCode,workerId,assignmentId,hitId,cactus,potato,unspecified,unspecified,6.953,1,32,142
subjCode,workerId,assignmentId,hitId,camera,firetruck,unspecified,unspecified,7.073,2,33,113
subjCode,workerId,assignmentId,hitId,cardinal,corncob,unspecified,unspecified,8.136,3,34,1055
subjCode,workerId,assignmentId,hitId,cardinal,lemon,unspecified,unspecified,8.234,4,35,90
subjCode,workerId,assignmentId,hitId,cardinal,pumpkin,unspecified,unspecified,8.303,3,36,54
subjCode,workerId,assignmentId,hitId,carrot,corncob,unspecified,unspecified,8.426,4,37,106
subjCode,workerId,assignmentId,hitId,carrot,fireextinguisher,unspecified,unspecified,8.485,3,38,49
subjCode,workerId,assignmentId,hitId,carrot,lime,unspecified,unspecified,8.611,4,39,114
subjCode,workerId,assignmentId,hitId,carrot,wholewatermelon,unspecified,unspecified,8.692,3,40,58
subjCode,workerId,assignmentId,hitId,cauliflower,egg,unspecified,unspecified,8.779,4,41,76
subjCode,workerId,assignmentId,hitId,cauliflower,eggplant,unspecified,unspecified,8.863,3,42,74
subjCode,workerId,assignmentId,hitId,celery,grapefruithalves,unspecified,unspecified,8.959,4,43,89
subjCode,workerId,assignmentId,hitId,celery,strawberry,unspecified,unspecified,9.043,3,44,71
subjCode,workerId,assignmentId,hitId,cherries,lemon,unspecified,unspecified,9.16,4,45,113
subjCode,workerId,assignmentId,hitId,cherries,penguin,unspecified,unspecified,9.241,3,46,71
subjCode,workerId,assignmentId,hitId,chick,tiger,unspecified,unspecified,9.363,4,47,118
subjCode,workerId,assignmentId,hitId,chick,tomato,unspecified,unspecified,9.442,3,48,70
subjCode,workerId,assignmentId,hitId,chinesefoodcarton,pinkflamingo,unspecified,unspecified,9.544,4,49,93
subjCode,workerId,assignmentId,hitId,chinesefoodcarton,pumpkin,unspecified,unspecified,9.668,4,50,107
subjCode,workerId,assignmentId,hitId,clarinet,firemanhat,unspecified,unspecified,9.735,3,51,60
subjCode,workerId,assignmentId,hitId,clarinet,santahat,unspecified,unspecified,9.859,4,52,92
subjCode,workerId,assignmentId,hitId,clarinet,weddingcake,unspecified,unspecified,9.939,3,53,63
subjCode,workerId,assignmentId,hitId,corncob,cucumber,unspecified,unspecified,10.041,4,54,98
subjCode,workerId,assignmentId,hitId,corncob,mailbox,unspecified,unspecified,10.208,4,55,164
subjCode,workerId,assignmentId,hitId,crocodile,frog,unspecified,unspecified,10.257,3,56,46
subjCode,workerId,assignmentId,hitId,crocodile,swan,unspecified,unspecified,10.384,4,57,95
subjCode,workerId,assignmentId,hitId,crocodile,tomato,unspecified,unspecified,10.455,3,58,57
subjCode,workerId,assignmentId,hitId,crosswalksign,football,unspecified,unspecified,10.59,4,59,130
subjCode,workerId,assignmentId,hitId,cucumber,stocking,unspecified,unspecified,10.635,3,60,35
subjCode,workerId,assignmentId,hitId,driedcorn,stocking,unspecified,unspecified,10.759,4,61,120
subjCode,workerId,assignmentId,hitId,egg,pinkflamingo,unspecified,unspecified,10.835,3,62,68
subjCode,workerId,assignmentId,hitId,eggplant,firetruck,unspecified,unspecified,11.061,3,63,219
subjCode,workerId,assignmentId,hitId,eggplant,snowflake,unspecified,unspecified,11.21,4,64,140
subjCode,workerId,assignmentId,hitId,eggplant,tire,unspecified,unspecified,11.325,3,65,106
subjCode,workerId,assignmentId,hitId,elephant,hockeypuck,unspecified,unspecified,11.457,4,66,128
subjCode,workerId,assignmentId,hitId,elephant,rhinoceros,unspecified,unspecified,11.557,3,67,97
subjCode,workerId,assignmentId,hitId,elephant,toilet,unspecified,unspecified,11.689,4,68,125
subjCode,workerId,assignmentId,hitId,fireextinguisher,trumpet,unspecified,unspecified,11.759,3,69,49
subjCode,workerId,assignmentId,hitId,firehydrant,stocking,unspecified,unspecified,11.898,4,70,125
subjCode,workerId,assignmentId,hitId,firetruck,lime,unspecified,unspecified,12.022,3,71,114
subjCode,workerId,assignmentId,hitId,firetruck,speaker,unspecified,unspecified,12.154,4,72,120
subjCode,workerId,assignmentId,hitId,football,television,unspecified,unspecified,12.272,3,73,112
subjCode,workerId,assignmentId,hitId,football,turtle,unspecified,unspecified,12.423,4,74,148
subjCode,workerId,assignmentId,hitId,football,washingmachine,unspecified,unspecified,12.533,3,75,98
subjCode,workerId,assignmentId,hitId,fox,television,unspecified,unspecified,12.665,4,76,127
subjCode,workerId,assignmentId,hitId,fox,tomato,unspecified,unspecified,12.757,3,77,74
subjCode,workerId,assignmentId,hitId,garlic,lion,unspecified,unspecified,12.879,4,78,115
subjCode,workerId,assignmentId,hitId,garlic,peapod,unspecified,unspecified,12.971,3,79,81
subjCode,workerId,assignmentId,hitId,golfball,stocking,unspecified,unspecified,13.081,4,80,97
subjCode,workerId,assignmentId,hitId,golfball,watermelonslice,unspecified,unspecified,13.16,3,81,68
subjCode,workerId,assignmentId,hitId,grapefruithalves,smokedetector,unspecified,unspecified,13.295,4,82,106
subjCode,workerId,assignmentId,hitId,grapefruithalves,walkietalkie,unspecified,unspecified,13.35,3,83,49
subjCode,workerId,assignmentId,hitId,greenbeans,potato,unspecified,unspecified,13.591,3,84,230
subjCode,workerId,assignmentId,hitId,greenbeans,record,unspecified,unspecified,13.717,4,85,116
subjCode,workerId,assignmentId,hitId,hockeypuck,swan,unspecified,unspecified,13.822,3,86,97
subjCode,workerId,assignmentId,hitId,hockeypuck,walkietalkie,unspecified,unspecified,13.997,4,87,171
subjCode,workerId,assignmentId,hitId,ketchup,penguin,unspecified,unspecified,14.133,3,88,130
subjCode,workerId,assignmentId,hitId,kiwihalf,rhinoceros,unspecified,unspecified,14.286,4,89,148
subjCode,workerId,assignmentId,hitId,kiwihalf,smokedetector,unspecified,unspecified,14.416,3,90,128
subjCode,workerId,assignmentId,hitId,kiwihalf,tennisball,unspecified,unspecified,14.571,4,91,152
subjCode,workerId,assignmentId,hitId,lime,polarbear,unspecified,unspecified,14.698,3,92,123
subjCode,workerId,assignmentId,hitId,lime,violin,unspecified,unspecified,14.849,4,93,141
subjCode,workerId,assignmentId,hitId,lime,watermelonslice,unspecified,unspecified,14.999,3,94,141
subjCode,workerId,assignmentId,hitId,lime,weddingcake,unspecified,unspecified,15.139,4,95,134
subjCode,workerId,assignmentId,hitId,lime,wreath,unspecified,unspecified,15.226,3,96,83
subjCode,workerId,assignmentId,hitId,lobster,rubberducky,unspecified,unspecified,15.394,4,97,159
subjCode,workerId,assignmentId,hitId,lobster,tennisball,unspecified,unspecified,15.601,3,98,201
subjCode,workerId,assignmentId,hitId,mailbox,tooth,unspecified,unspecified,15.773,4,99,169
subjCode,workerId,assignmentId,hitId,moviecamera,rubberducky,unspecified,unspecified,15.883,3,100,101
subjCode,workerId,assignmentId,hitId,moviecamera,violin,unspecified,unspecified,16.043,4,101,156
subjCode,workerId,assignmentId,hitId,peapod,penguin,unspecified,unspecified,16.149,3,102,98
subjCode,workerId,assignmentId,hitId,peapod,wholewatermelon,unspecified,unspecified,16.298,4,103,146
subjCode,workerId,assignmentId,hitId,penguin,pumpkin,unspecified,unspecified,16.416,3,104,112
subjCode,workerId,assignmentId,hitId,piano,sheep,unspecified,unspecified,16.567,4,105,146
subjCode,workerId,assignmentId,hitId,piano,walkietalkie,unspecified,unspecified,16.668,3,106,93
subjCode,workerId,assignmentId,hitId,pinkflamingo,schoolbus,unspecified,unspecified,16.798,4,107,126
subjCode,workerId,assignmentId,hitId,pinkflamingo,walkietalkie,unspecified,unspecified,16.899,3,108,96
subjCode,workerId,assignmentId,hitId,polarbear,record,unspecified,unspecified,17.37,4,109,462
subjCode,workerId,assignmentId,hitId,polarbear,turtle,unspecified,unspecified,17.515,3,110,135
subjCode,workerId,assignmentId,hitId,pumpkin,record,unspecified,unspecified,17.922,4,111,397
subjCode,workerId,assignmentId,hitId,raspberry,tire,unspecified,unspecified,18.089,3,112,148
subjCode,workerId,assignmentId,hitId,record,strawberry,unspecified,unspecified,18.445,3,113,351
subjCode,workerId,assignmentId,hitId,rubberducky,tank,unspecified,unspecified,18.717,3,114,262
subjCode,workerId,assignmentId,hitId,smokedetector,tire,unspecified,unspecified,19.019,3,115,296
subjCode,workerId,assignmentId,hitId,swan,trumpet,unspecified,unspecified,19.272,3,116,239
subjCode,workerId,assignmentId,hitId,swan,zucchini,unspecified,unspecified,19.658,3,117,380
subjCode,workerId,assignmentId,hitId,tennisball,trafficcone,unspecified,unspecified,20.019,3,118,349
subjCode,workerId,assignmentId,hitId,trafficcone,walkietalkie,unspecified,unspecified,21.372,3,119,1344
subjCode,workerId,assignmentId,hitId,watermelonslice,zucchini,unspecified,unspecified,24.102,3,120,2713
subjCode,workerId,assignmentId,hitId,anvil,crocodile,unspecified,unspecified,21.578,1,1,20134
subjCode,workerId,assignmentId,hitId,anvil,binoculars,unspecified,unspecified,1.532,1,1,431
subjCode,workerId,assignmentId,hitId,anvil,firetruck,unspecified,unspecified,5.528,1,1,4250
subjCode,workerId,assignmentId,hitId,anvil,football,unspecified,unspecified,7.498,1,2,943
subjCode,workerId,assignmentId,hitId,anvil,driedcorn,unspecified,unspecified,2.141,1,1,1285
subjCode,workerId,assignmentId,hitId,anvil,greenbeans,unspecified,unspecified,3.539,1,2,371
subjCode,workerId,assignmentId,hitId,apricot,carrot,unspecified,unspecified,4.971,1,3,411
subjCode,workerId,assignmentId,hitId,anvil,egg,unspecified,unspecified,1.772,1,1,797
subjCode,workerId,assignmentId,hitId,anvil,cactus,unspecified,unspecified,2.258,1,1,873
subjCode,workerId,assignmentId,hitId,anvil,moviecamera,unspecified,unspecified,3.623,2,2,352
subjCode,workerId,assignmentId,hitId,anvil,snowflake,unspecified,unspecified,1.465,1,1,663
subjCode,workerId,assignmentId,hitId,anvil,potato,unspecified,unspecified,1.999,1,1,1116
subjCode,workerId,assignmentId,hitId,anvil,artichoke,unspecified,unspecified,1.795,1,1,786
subjCode,workerId,assignmentId,hitId,anvil,tiger,unspecified,unspecified,1.724,1,1,467
subjCode,workerId,assignmentId,hitId,anvil,potato,unspecified,unspecified,1.341,1,1,356
subjCode,workerId,assignmentId,hitId,apricot,firemanhat,unspecified,unspecified,1.106,1,1,309
subjCode,workerId,assignmentId,hitId,anvil,clarinet,unspecified,unspecified,1.484,1,1,481
subjCode,workerId,assignmentId,hitId,anvil,cucumber,unspecified,unspecified,3.443,1,2,916
subjCode,workerId,assignmentId,hitId,anvil,corncob,unspecified,unspecified,1.082,1,1,264
subjCode,workerId,assignmentId,hitId,anvil,television,unspecified,unspecified,1.03,1,1,298
subjCode,workerId,assignmentId,hitId,anvil,bison,unspecified,unspecified,1.307,1,1,457
subjCode,workerId,assignmentId,hitId,anvil,coconut,unspecified,unspecified,2.733,2,2,363
subjCode,workerId,assignmentId,hitId,anvil,greekcolumn,unspecified,unspecified,1.38,1,1,425
subjCode,workerId,assignmentId,hitId,apricot,chinesefoodcarton,unspecified,unspecified,1.523,1,1,255
subjCode,workerId,assignmentId,hitId,apricot,toilet,unspecified,unspecified,4.605,2,2,2010
subjCode,workerId,assignmentId,hitId,artichoke,football,unspecified,unspecified,6.788,2,3,1101
subjCode,workerId,assignmentId,hitId,avocado,washingmachine,unspecified,unspecified,8.446,2,4,603
subjCode,workerId,assignmentId,hitId,banana,bulldozer,unspecified,unspecified,10.006,3,5,467
subjCode,workerId,assignmentId,hitId,banana,elephant,unspecified,unspecified,11.584,4,6,491
subjCode,workerId,assignmentId,hitId,anvil,cucumber,unspecified,unspecified,1.357,1,1,476
subjCode,workerId,assignmentId,hitId,anvil,greenbeans,unspecified,unspecified,4.055,1,1,674
subjCode,workerId,assignmentId,hitId,anvil,cucumber,unspecified,unspecified,2.759,1,1,1807
subjCode,workerId,assignmentId,hitId,anvil,firehydrant,unspecified,unspecified,5.337,1,2,1478
subjCode,workerId,assignmentId,hitId,anvil,speaker,unspecified,unspecified,7.101,2,3,672
subjCode,workerId,assignmentId,hitId,anvil,tooth,unspecified,unspecified,8.906,3,4,721
subjCode,workerId,assignmentId,hitId,artichoke,cauliflower,unspecified,unspecified,10.925,3,5,940
subjCode,workerId,assignmentId,hitId,avocado,blueberries,unspecified,unspecified,14.642,4,6,2626
subjCode,workerId,assignmentId,hitId,banana,egg,unspecified,unspecified,16.396,3,7,658
subjCode,workerId,assignmentId,hitId,banana,handicappedparking,unspecified,unspecified,18.163,2,8,686
subjCode,workerId,assignmentId,hitId,banana,walkietalkie,unspecified,unspecified,19.75,2,9,486
subjCode,workerId,assignmentId,hitId,anvil,lime,unspecified,unspecified,1.665,1,1,819
